,id,school_name,sex,age,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,class_failures,extra_edu_support,family_edu_support,paid_tutors,extra_curic,nursery_school,higher_edu_interest,internet_access,romantic_rel_interest,qual_family_rel,free_time,go_out,work_alc_consum,weekend_alc_consum,health_status,num_absences,term_1_grade,term_2_grade,final_grade
98,98,Gabriel Pereira,Female,16,Urban,>3,Together,Higher education,Higher education,other,other,reputation,mother,<=15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,11,14,14
99,99,Gabriel Pereira,Female,16,Urban,>3,Together,Higher education,Secondary education,other,at_home,course,mother,<=15 min,5 to 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0,7,9,8
100,100,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Higher education,services,services,other,mother,<=15 min,<2 hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5
101,101,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Higher education,services,teacher,other,father,<=15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,17,17
102,102,Gabriel Pereira,Male,15,Urban,>3,Together,Higher education,Higher education,services,other,course,mother,<=15 min,<2 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14
103,103,Gabriel Pereira,Female,15,Urban,>3,Together,Secondary education,5-9th grade,services,other,home,mother,15 to 30 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26,7,6,6
104,104,Gabriel Pereira,Male,15,Urban,>3,Apart,Secondary education,Higher education,services,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18
105,105,Gabriel Pereira,Female,15,Urban,>3,Apart,Secondary education,Secondary education,other,health,reputation,father,<=15 min,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,11,11
106,106,Gabriel Pereira,Female,15,Urban,>3,Together,5-9th grade,5-9th grade,other,other,course,mother,<=15 min,>10 hours,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8
107,107,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Secondary education,services,other,home,father,<=15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18
108,108,Gabriel Pereira,Male,15,Rural,>3,Together,Higher education,Higher education,other,other,home,father,>1 hour,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13
109,109,Gabriel Pereira,Female,16,Urban,<=3,Together,Higher education,Higher education,health,health,other,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,14,15,16
110,110,Gabriel Pereira,Male,15,Urban,<=3,Apart,Higher education,Higher education,teacher,teacher,course,mother,<=15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,18,19,19
111,111,Gabriel Pereira,Female,16,Rural,>3,Together,Secondary education,Secondary education,services,other,reputation,father,<=15 min,5 to 10 hours,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0,7,10,10
112,112,Gabriel Pereira,Female,16,Urban,>3,Together,5-9th grade,5-9th grade,at_home,other,home,mother,<=15 min,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,10,13,13
113,113,Gabriel Pereira,Male,15,Urban,<=3,Together,Higher education,5-9th grade,teacher,other,course,mother,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,19,19
114,114,Gabriel Pereira,Male,15,Rural,>3,Together,5-9th grade,Primary (4th grade),health,services,reputation,mother,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,9,9,9
115,115,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Higher education,teacher,teacher,course,father,<=15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16
116,116,Gabriel Pereira,Male,15,Urban,>3,Together,Higher education,Higher education,other,teacher,reputation,father,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,11,13,14
117,117,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Secondary education,other,services,home,father,15 to 30 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,14,13
118,118,Gabriel Pereira,Male,17,Rural,>3,Together,Primary (4th grade),Secondary education,other,other,course,father,30 min. to 1 hour,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,8
119,119,Gabriel Pereira,Male,15,Urban,>3,Together,Secondary education,Higher education,other,other,reputation,father,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,14,13,13
120,120,Gabriel Pereira,Female,15,Urban,>3,Together,Primary (4th grade),5-9th grade,at_home,services,course,mother,<=15 min,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15
121,121,Gabriel Pereira,Male,15,Urban,>3,Together,5-9th grade,5-9th grade,services,services,home,father,<=15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15
122,122,Gabriel Pereira,Female,16,Urban,<=3,Together,5-9th grade,Higher education,other,health,course,father,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13
123,123,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Higher education,health,other,course,mother,<=15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13
124,124,Gabriel Pereira,Female,16,Urban,>3,Together,5-9th grade,5-9th grade,other,other,home,mother,<=15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8
125,125,Gabriel Pereira,Male,15,Urban,>3,Together,Secondary education,Higher education,services,services,home,father,<=15 min,<2 hours,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,13,13,12
126,126,Gabriel Pereira,Female,15,Urban,<=3,Apart,Secondary education,Higher education,other,other,home,mother,<=15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11
127,127,Gabriel Pereira,Female,19,Urban,>3,Together,No education,Primary (4th grade),at_home,other,course,other,<=15 min,2 to 5 hours,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,7,8,9
128,128,Gabriel Pereira,Male,18,Rural,>3,Together,5-9th grade,5-9th grade,services,other,reputation,mother,<=15 min,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0
129,129,Gabriel Pereira,Male,16,Rural,>3,Together,Higher education,Higher education,teacher,teacher,course,mother,<=15 min,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18
130,130,Gabriel Pereira,Female,15,Rural,>3,Together,Secondary education,Higher education,services,teacher,course,father,15 to 30 min,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0
131,131,Gabriel Pereira,Female,15,Urban,>3,Together,Primary (4th grade),Primary (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0
132,132,Gabriel Pereira,Female,17,Urban,<=3,Together,5-9th grade,5-9th grade,other,other,course,father,<=15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12
133,133,Gabriel Pereira,Female,16,Urban,>3,Apart,Secondary education,Higher education,services,other,course,father,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11
134,134,Gabriel Pereira,Male,15,Rural,>3,Together,Secondary education,Higher education,at_home,teacher,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0
135,135,Gabriel Pereira,Female,15,Urban,>3,Together,Higher education,Higher education,services,at_home,course,mother,<=15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0
136,136,Gabriel Pereira,Male,17,Rural,>3,Together,Secondary education,Higher education,at_home,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0
137,137,Gabriel Pereira,Female,16,Urban,>3,Apart,Secondary education,Secondary education,other,other,course,other,15 to 30 min,<2 hours,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0
138,138,Gabriel Pereira,Male,16,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),services,other,course,mother,<=15 min,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12
139,139,Gabriel Pereira,Female,15,Urban,>3,Together,Higher education,Higher education,teacher,teacher,course,mother,15 to 30 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15
140,140,Gabriel Pereira,Male,15,Urban,>3,Together,Higher education,Secondary education,teacher,services,course,father,15 to 30 min,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0
141,141,Gabriel Pereira,Male,16,Urban,<=3,Together,5-9th grade,5-9th grade,services,services,reputation,father,15 to 30 min,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9
142,142,Gabriel Pereira,Female,15,Urban,>3,Together,Higher education,Higher education,teacher,services,course,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11
143,143,Gabriel Pereira,Female,16,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),at_home,at_home,course,mother,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13
144,144,Gabriel Pereira,Male,17,Urban,>3,Together,5-9th grade,Primary (4th grade),other,other,home,mother,<=15 min,<2 hours,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0
145,145,Gabriel Pereira,Female,15,Urban,>3,Together,Primary (4th grade),Primary (4th grade),other,services,course,father,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11
146,146,Gabriel Pereira,Female,15,Urban,>3,Together,Secondary education,5-9th grade,health,services,home,father,<=15 min,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0
147,147,Gabriel Pereira,Female,15,Urban,>3,Together,Primary (4th grade),5-9th grade,at_home,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11
148,148,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Higher education,teacher,teacher,course,mother,<=15 min,<2 hours,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0
149,149,Gabriel Pereira,Male,15,Urban,<=3,Apart,5-9th grade,Primary (4th grade),services,other,course,mother,>1 hour,<2 hours,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10
150,150,Gabriel Pereira,Male,18,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),other,other,course,mother,<=15 min,<2 hours,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0
151,151,Gabriel Pereira,Male,16,Urban,<=3,Together,5-9th grade,Primary (4th grade),at_home,other,course,mother,<=15 min,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14
152,152,Gabriel Pereira,Female,15,Rural,>3,Together,Secondary education,Secondary education,services,services,reputation,other,15 to 30 min,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10
153,153,Gabriel Pereira,Male,19,Urban,>3,Together,Secondary education,5-9th grade,services,at_home,home,mother,<=15 min,<2 hours,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0
154,154,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,Higher education,other,teacher,course,mother,<=15 min,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12
155,155,Gabriel Pereira,Male,15,Rural,>3,Together,5-9th grade,Secondary education,at_home,services,course,mother,<=15 min,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8
156,156,Gabriel Pereira,Male,17,Rural,<=3,Together,Primary (4th grade),5-9th grade,other,other,reputation,mother,<=15 min,<2 hours,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13
157,157,Gabriel Pereira,Female,18,Rural,>3,Together,Primary (4th grade),Primary (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10
158,158,Gabriel Pereira,Male,16,Rural,>3,Together,5-9th grade,5-9th grade,at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15
159,159,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Secondary education,other,services,course,father,<=15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12
160,160,Gabriel Pereira,Male,17,Rural,<=3,Together,5-9th grade,Primary (4th grade),at_home,other,course,mother,15 to 30 min,<2 hours,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0
161,161,Gabriel Pereira,Male,15,Rural,>3,Together,Secondary education,5-9th grade,other,other,course,mother,15 to 30 min,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7
162,162,Gabriel Pereira,Male,16,Urban,<=3,Together,Primary (4th grade),5-9th grade,other,other,course,mother,15 to 30 min,<2 hours,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0
163,163,Gabriel Pereira,Male,17,Urban,>3,Together,Primary (4th grade),Secondary education,at_home,services,course,father,<=15 min,<2 hours,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10
164,164,Gabriel Pereira,Male,17,Rural,<=3,Together,Primary (4th grade),Primary (4th grade),other,services,course,mother,>1 hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7
165,165,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,5-9th grade,services,services,course,mother,15 to 30 min,<2 hours,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12
166,166,Gabriel Pereira,Male,16,Urban,>3,Together,5-9th grade,5-9th grade,other,other,course,father,<=15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10
167,167,Gabriel Pereira,Female,16,Urban,>3,Together,Higher education,5-9th grade,health,services,home,father,<=15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16
168,168,Gabriel Pereira,Female,16,Urban,>3,Together,5-9th grade,5-9th grade,other,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0
169,169,Gabriel Pereira,Female,16,Urban,>3,Together,Higher education,Higher education,health,health,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14
170,170,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Higher education,other,other,course,father,30 min. to 1 hour,<2 hours,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0
171,171,Gabriel Pereira,Male,16,Urban,>3,Together,Primary (4th grade),No education,other,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16
172,172,Gabriel Pereira,Male,17,Urban,<=3,Together,Higher education,Higher education,teacher,other,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10
173,173,Gabriel Pereira,Female,16,Urban,>3,Together,Primary (4th grade),Secondary education,at_home,services,home,mother,<=15 min,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
174,174,Gabriel Pereira,Female,16,Urban,<=3,Together,Secondary education,Secondary education,other,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
175,175,Gabriel Pereira,Male,17,Urban,<=3,Together,Higher education,Secondary education,teacher,other,course,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
176,176,Gabriel Pereira,Female,16,Urban,>3,Together,5-9th grade,5-9th grade,services,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11
177,177,Gabriel Pereira,Male,17,Urban,>3,Together,Secondary education,Secondary education,other,other,reputation,father,<=15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6
178,178,Gabriel Pereira,Male,16,Rural,>3,Together,Higher education,5-9th grade,teacher,services,other,mother,<=15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
179,179,Gabriel Pereira,Male,17,Urban,>3,Together,Higher education,Secondary education,other,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
180,180,Gabriel Pereira,Male,16,Urban,>3,Together,Higher education,Secondary education,teacher,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8
181,181,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Secondary education,services,other,home,mother,<=15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
182,182,Gabriel Pereira,Female,17,Urban,>3,Together,5-9th grade,Higher education,services,services,reputation,father,<=15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17
183,183,Gabriel Pereira,Female,17,Urban,<=3,Together,Secondary education,Secondary education,other,other,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8
184,184,Gabriel Pereira,Female,16,Urban,>3,Together,Secondary education,5-9th grade,other,other,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12
185,185,Gabriel Pereira,Male,17,Urban,>3,Together,Secondary education,Secondary education,services,services,other,mother,<=15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
186,186,Gabriel Pereira,Male,16,Urban,>3,Together,Primary (4th grade),5-9th grade,services,services,other,mother,<=15 min,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
187,187,Gabriel Pereira,Male,16,Urban,<=3,Together,5-9th grade,Primary (4th grade),other,other,course,mother,<=15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
188,188,Gabriel Pereira,Female,17,Urban,>3,Apart,Secondary education,Secondary education,health,other,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9
189,189,Gabriel Pereira,Male,17,Rural,>3,Together,Primary (4th grade),5-9th grade,at_home,other,home,mother,<=15 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10
190,190,Gabriel Pereira,Female,16,Urban,>3,Together,5-9th grade,Secondary education,services,services,course,mother,<=15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13
191,191,Gabriel Pereira,Female,17,Urban,>3,Together,Primary (4th grade),Primary (4th grade),at_home,services,course,mother,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9
192,192,Gabriel Pereira,Male,17,Urban,>3,Together,Primary (4th grade),5-9th grade,at_home,services,other,other,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8
193,193,Gabriel Pereira,Male,16,Rural,>3,Together,Secondary education,Secondary education,services,services,reputation,mother,<=15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10
194,194,Gabriel Pereira,Male,16,Urban,>3,Together,5-9th grade,Secondary education,other,other,home,father,15 to 30 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14
195,195,Gabriel Pereira,Female,17,Urban,<=3,Together,5-9th grade,Higher education,services,services,course,father,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
196,196,Gabriel Pereira,Male,17,Urban,>3,Together,Higher education,Higher education,services,teacher,home,mother,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16
